Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Corso Italia,43.677211622222224,-79.44188877777779,Hardys Hogtown Brasserie,43.67947449828452,-79.43694786311306,BBQ Joint
Crescent Town,43.69525435575,-79.29365517900001,Dentonia Park,43.69280900665042,-79.29553269784155,Park
Crescent Town,43.69525435575,-79.29365517900001,Dentonia Park Golf Course,43.695326170016344,-79.28911528222086,Golf Course
Crescent Town,43.69525435575,-79.29365517900001,Gateway Newstand,43.694476712288804,-79.28919378050897,Convenience Store
Crescent Town,43.69525435575,-79.29365517900001,Victoria Park Subway Station,43.69488264493771,-79.28873509168625,Metro Station
Danforth East,43.68920010950001,-79.30275688350001,Duckworth's Fish and Chips,43.68862851126605,-79.29995229254888,Fish & Chips Shop
Danforth East,43.68920010950001,-79.30275688350001,Sultan Shawarma & Falafel,43.68822334940596,-79.30170939352254,Middle Eastern Restaurant
Danforth East,43.68920010950001,-79.30275688350001,Subway,43.68851517038055,-79.30042379685725,Sandwich Place
Danforth East,43.68920010950001,-79.30275688350001,Shoppers Drug Mart,43.68789452037162,-79.30320328769142,Pharmacy
Danforth East,43.68920010950001,-79.30275688350001,Danforth GO Station,43.686458009778526,-79.30020416675752,Train Station
Danforth East,43.68920010950001,-79.30275688350001,Sobeys,43.687678593283266,-79.30392785717719,Grocery Store
Danforth East,43.68920010950001,-79.30275688350001,Grillies,43.68854966451388,-79.30002466772105,Mexican Restaurant
Danforth East,43.68920010950001,-79.30275688350001,Popeyes Louisiana Kitchen,43.68903107023152,-79.29789573876326,Fried Chicken Joint
Danforth East,43.68920010950001,-79.30275688350001,Pavillion Pastries,43.688560652640675,-79.30191525698254,Café
Danforth East,43.68920010950001,-79.30275688350001,KFC,43.687998539683555,-79.30293956045888,Fast Food Restaurant
Danforth East,43.68920010950001,-79.30275688350001,Tim Hortons,43.688100384403775,-79.30030240676382,Coffee Shop
Danforth East,43.68920010950001,-79.30275688350001,Save Max Dollar Store,43.688485,-79.30152,Market
Danforth East,43.68920010950001,-79.30275688350001,Danforth Village Quality Fruits & Vegetables,43.68784445965369,-79.30227756500244,Grocery Store
Danforth East,43.68920010950001,-79.30275688350001,Grumble's deli-cafe,43.68758138785994,-79.30173489866068,Bakery
Danforth East,43.68920010950001,-79.30275688350001,TTC Bus 113 Danforth,43.68921652628386,-79.30161609483935,Bus Line
Danforth East,43.68920010950001,-79.30275688350001,Wellwise by Shoppers Drug Mart,43.68814806522062,-79.30319872983797,Doctor's Office
Danforth East,43.68920010950001,-79.30275688350001,TTC Bus #64 Main,43.68903536371879,-79.30169869081296,Bus Line
Danforth East,43.68920010950001,-79.30275688350001,Main Street Subway Station,43.68910856344984,-79.30166156422199,Metro Station
Danforth East,43.68920010950001,-79.30275688350001,VPDC,43.68741079347141,-79.30153526221213,Dance Studio
Danforth East,43.68920010950001,-79.30275688350001,Su Good Chinese,43.68852570708679,-79.29959964510982,Chinese Restaurant
Danforth East,43.68920010950001,-79.30275688350001,Main Square Community Recreation Centre,43.68706393827176,-79.30030406404974,Gym / Fitness Center
Danforth East,43.68920010950001,-79.30275688350001,Canadian Tire Auto Service Centre,43.688217,-79.298308,Auto Garage
Danforth East,43.68920010950001,-79.30275688350001,241 Pizza,43.68706494472761,-79.30730944124906,Pizza Place
Danforth East,43.68920010950001,-79.30275688350001,Ted Reeve Baseball Diamond,43.68609189188607,-79.29942353954453,Baseball Field
Danforth East,43.68920010950001,-79.30275688350001,Danforth Lumber,43.688713,-79.296875,Construction & Landscaping
Danforth Station,43.684178481818186,-79.29116881818183,The Beech Tree,43.680493,-79.288846,Gastropub
Danforth Station,43.684178481818186,-79.29116881818183,Beaches Bake Shop,43.68036312619922,-79.28969173416124,Bakery
Danforth Station,43.684178481818186,-79.29116881818183,The Feathers Pub,43.68056998773574,-79.2874727412641,Pub
Danforth Station,43.684178481818186,-79.29116881818183,Loblaws Gardencentre,43.68654516749628,-79.29156515290697,Flower Shop
Danforth Station,43.684178481818186,-79.29116881818183,Upper Beaches,43.68056321147582,-79.2928688743688,Neighborhood
Danforth Station,43.684178481818186,-79.29116881818183,Loblaws At The Pumps,43.687173017257244,-79.28760719835606,Grocery Store
Danforth Station,43.684178481818186,-79.29116881818183,Keen,43.68059483,-79.28754223,Shoe Store
Danforth Station,43.684178481818186,-79.29116881818183,Lower Victoria Park,43.683074694962585,-79.28519135735348,Plaza
Danforth Village,43.68362934444444,-79.32033544444445,Local 1794,43.68449709157893,-79.31881714249617,Gastropub
Danforth Village,43.68362934444444,-79.32033544444445,The Shore Leave,43.68419953532027,-79.3194130752355,Cocktail Bar
Danforth Village,43.68362934444444,-79.32033544444445,Royal Beef,43.685325126021965,-79.31498171235116,Butcher
Danforth Village,43.68362934444444,-79.32033544444445,East Lynn Park,43.684055,-79.315113,Playground
Danforth Village,43.68362934444444,-79.32033544444445,Forth Avenue,43.684532107264545,-79.3186501033142,Gastropub
Danforth Village,43.68362934444444,-79.32033544444445,Circus Coffee House,43.6854826961842,-79.31536380963706,Coffee Shop
Danforth Village,43.68362934444444,-79.32033544444445,Danforth Bowl,43.68334594114471,-79.32408028593562,Bowling Alley
Danforth Village,43.68362934444444,-79.32033544444445,Sugar Moon Salon,43.68299142384825,-79.3253279699731,Cosmetics Shop
Danforth Village,43.68362934444444,-79.32033544444445,Gerrard Spaghetti & Pizza House,43.68315430714454,-79.32472274382036,Pizza Place
Danforth Village,43.68362934444444,-79.32033544444445,Retro Burger,43.68388108900522,-79.32148429143008,Burger Joint
Danforth Village,43.68362934444444,-79.32033544444445,Subway,43.6834087584948,-79.32368375839103,Sandwich Place
Danforth Village,43.68362934444444,-79.32033544444445,Sunset Grill,43.68363044666721,-79.32321153587844,Breakfast Spot
Danforth Village,43.68362934444444,-79.32033544444445,TD Canada Trust,43.6841168,-79.3211826,Bank
Danforth Village,43.68362934444444,-79.32033544444445,El Sol Mexican Gallery Restaurant,43.68280647380088,-79.3264150533403,Mexican Restaurant
Danforth Village,43.68362934444444,-79.32033544444445,Shoppers Drug Mart,43.68380077126636,-79.32222483177279,Pharmacy
Danforth Village,43.68362934444444,-79.32033544444445,Carter's Ice Cream,43.68545903393302,-79.31534821599264,Ice Cream Shop
Danforth Village,43.68362934444444,-79.32033544444445,TKO's Sports Pub,43.68359202350455,-79.32321668866439,Bar
Danforth Village,43.68362934444444,-79.32033544444445,The Gem Expo,43.6794618,-79.32102750000001,Jewelry Store
Danforth by the Valley,43.678078199999995,-79.3563898,Urban Nails,43.676667789021906,-79.35660190332753,Spa
Danforth by the Valley,43.678078199999995,-79.3563898,The Danforth Music Hall,43.676338261234214,-79.35707059920209,Concert Hall
Danforth by the Valley,43.678078199999995,-79.3563898,7 Numbers,43.677061774959824,-79.35393428891682,Italian Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Broadview Espresso,43.67836631426999,-79.35836661201425,Café
Danforth by the Valley,43.678078199999995,-79.3563898,Bulk Barn,43.67678989740336,-79.35586511284247,Grocery Store
Danforth by the Valley,43.678078199999995,-79.3563898,Dough Bakeshop,43.67664308520287,-79.35684634585105,Bakery
Danforth by the Valley,43.678078199999995,-79.3563898,Tapas at Embrujo,43.67617503951251,-79.35841083526611,Tapas Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Joy of Dance Studios,43.676230731425775,-79.35841548937343,Dance Studio
Danforth by the Valley,43.678078199999995,-79.3563898,Allen's,43.67644563314147,-79.3573034983213,Burger Joint
Danforth by the Valley,43.678078199999995,-79.3563898,The Auld Spot Pub,43.67733505610778,-79.35312964755529,Pub
Danforth by the Valley,43.678078199999995,-79.3563898,Mambo Lounge,43.676514618632446,-79.35820185974248,Cuban Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,The Old Nick,43.67634350317935,-79.3577749231676,Pub
Danforth by the Valley,43.678078199999995,-79.3563898,La Diperie,43.67753,-79.352295,Ice Cream Shop
Danforth by the Valley,43.678078199999995,-79.3563898,Pantheon,43.67762124481265,-79.35143390043564,Greek Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Don Valley Trail,43.67633091997674,-79.35392333297455,Trail
Danforth by the Valley,43.678078199999995,-79.3563898,Rikkochez,43.677267,-79.353274,Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Ryus Noodle Bar,43.67708634637724,-79.35889401670757,Ramen Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Moksha Yoga Danforth,43.67762174479883,-79.3521159367257,Yoga Studio
Danforth by the Valley,43.678078199999995,-79.3563898,Dolce Gelato,43.677772998450614,-79.35118737317053,Ice Cream Shop
Danforth by the Valley,43.678078199999995,-79.3563898,Factory Girl,43.67669287762859,-79.35629876225282,American Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,MenEssentials,43.677820068604575,-79.35126543045044,Cosmetics Shop
Danforth by the Valley,43.678078199999995,-79.3563898,Bread and Greens,43.67635832785011,-79.35847195516708,Sandwich Place
Danforth by the Valley,43.678078199999995,-79.3563898,Louis Cifer Brew Works,43.677662745359996,-79.3513125762371,Brewery
Danforth by the Valley,43.678078199999995,-79.3563898,The Big Carrot Organic Juice Bar,43.677438,-79.352683,Juice Bar
Danforth by the Valley,43.678078199999995,-79.3563898,Sher-E-Punjab,43.67730788939673,-79.35306551709385,Indian Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Messini Authentic Gyros,43.677827494513096,-79.35056873157725,Greek Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Small Wonders Pet Emporium,43.67649384673413,-79.35761244096778,Pet Store
Danforth by the Valley,43.678078199999995,-79.3563898,Yoga Sanctuary Danforth,43.67630095496335,-79.35850814764251,Yoga Studio
Danforth by the Valley,43.678078199999995,-79.3563898,LCBO,43.676815838008714,-79.35604671347544,Liquor Store
Danforth by the Valley,43.678078199999995,-79.3563898,Caffé Demetre,43.67768266377745,-79.35160842812537,Dessert Shop
Danforth by the Valley,43.678078199999995,-79.3563898,New York Cafe,43.676012649330566,-79.35871462526285,Breakfast Spot
Danforth by the Valley,43.678078199999995,-79.3563898,Mezes,43.6779622615441,-79.35019606997218,Greek Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Starbucks,43.67641593011556,-79.35846606779026,Coffee Shop
Danforth by the Valley,43.678078199999995,-79.3563898,Globe Bistro,43.67667960122584,-79.35815459032536,New American Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Off the Hook,43.67584152423268,-79.35854660419362,Fish & Chips Shop
Danforth by the Valley,43.678078199999995,-79.3563898,Dora Keogh,43.676417604443785,-79.35738039821362,Pub
Danforth by the Valley,43.678078199999995,-79.3563898,Astoria Shish Kebob House,43.67768890877185,-79.35189216872803,Greek Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Second Cup,43.67718757165012,-79.3529747898985,Coffee Shop
Danforth by the Valley,43.678078199999995,-79.3563898,Tsaa Tea Shop,43.67776898684133,-79.35130446081268,Bubble Tea Shop
Danforth by the Valley,43.678078199999995,-79.3563898,Detroit Eatery,43.67759437002395,-79.35176144372598,Diner
Danforth by the Valley,43.678078199999995,-79.3563898,The Edmund Burke,43.6763359014796,-79.35813080190033,Pub
Danforth by the Valley,43.678078199999995,-79.3563898,Rodeo Brazilian Steakhouse,43.67630952807762,-79.35818773677713,Churrascaria
Danforth by the Valley,43.678078199999995,-79.3563898,Si Espresso Bar,43.675749,-79.358572,Coffee Shop
Danforth by the Valley,43.678078199999995,-79.3563898,TD Canada Trust,43.677981077283725,-79.35813993215555,Bank
Danforth by the Valley,43.678078199999995,-79.3563898,Kalyvia,43.67778842418106,-79.35112697032189,Greek Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,A&W,43.6759,-79.35884,Fast Food Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Ali Baba's,43.67637721694004,-79.35808851148246,Falafel Restaurant
Danforth by the Valley,43.678078199999995,-79.3563898,Pizza Pizza,43.67612903295256,-79.358918424401,Pizza Place
Danforth by the Valley,43.678078199999995,-79.3563898,Broadview Convenience,43.67724185014679,-79.3582462983807,Convenience Store
Danforth by the Valley,43.678078199999995,-79.3563898,Broadview & Danforth,43.67672858152262,-79.35867518565351,Intersection
Danforth by the Valley,43.678078199999995,-79.3563898,President's Choice Financial ATM,43.675178,-79.358436,ATM
Danforth by the Valley,43.678078199999995,-79.3563898,Zip-Car,43.67494436320317,-79.35783931022226,Rental Car Location
Danforth by the Valley,43.678078199999995,-79.3563898,Loblaws,43.675311538363935,-79.35812828647033,Supermarket
Davenport,43.6596692,-79.44278618181819,Baddies,43.658689804117024,-79.44279312941786,Café
Davenport,43.6596692,-79.44278618181819,Propeller Coffee Co.,43.65947936946201,-79.44508550239375,Café
Davenport,43.6596692,-79.44278618181819,Home Baking Co.,43.65898788530857,-79.43986431030915,Bakery
Davenport,43.6596692,-79.44278618181819,Sugo,43.65841172348161,-79.44244308305974,Italian Restaurant
Davenport,43.6596692,-79.44278618181819,Brock Sandwich,43.65884589365906,-79.44052108283755,Sandwich Place
Davenport,43.6596692,-79.44278618181819,Through Being Cool Vegan Baking Co.,43.65845489468513,-79.44229131838503,Bakery
Davenport,43.6596692,-79.44278618181819,The Emerson,43.65841221896642,-79.44235514644171,Gastropub
Davenport,43.6596692,-79.44278618181819,Seoul Shakers,43.658337546306115,-79.44184899330139,Asian Restaurant
Davenport,43.6596692,-79.44278618181819,Three Speed,43.6592927979752,-79.43802453551683,Bar
Davenport,43.6596692,-79.44278618181819,Burdock,43.659470306696136,-79.43776297693451,Beer Bar
Davenport,43.6596692,-79.44278618181819,The 47,43.65890754807341,-79.4399735663485,Bar
Davenport,43.6596692,-79.44278618181819,South Indian Dosa Mahal,43.65887450852986,-79.44069482504379,Indian Restaurant
Davenport,43.6596692,-79.44278618181819,Wallace Espresso,43.66236728741229,-79.4442272516029,Coffee Shop
Davenport,43.6596692,-79.44278618181819,TOWN,43.659218,-79.439124,Gift Shop
Davenport,43.6596692,-79.44278618181819,Burdock Bottle Shop,43.65961343579909,-79.43770721985075,Beer Store
Davenport,43.6596692,-79.44278618181819,Bar Neon,43.659091096899985,-79.43924225757398,Cocktail Bar
Davenport,43.6596692,-79.44278618181819,Cafe Neon,43.66193418260364,-79.44651746492616,Café
Davenport,43.6596692,-79.44278618181819,Haven,43.65930275367427,-79.43877069434039,Café
Davenport,43.6596692,-79.44278618181819,West Toronto Railpath,43.65667463472261,-79.44549322336252,Other Great Outdoors
Davenport,43.6596692,-79.44278618181819,Gaslight,43.657295027723464,-79.4480475564091,Pub
Davenport,43.6596692,-79.44278618181819,Halo Brewery,43.661829044693384,-79.4466940242595,Brewery
Davenport,43.6596692,-79.44278618181819,Cantanhede O Bairradino,43.66254634403038,-79.4446564259842,Portuguese Restaurant
Davenport,43.6596692,-79.44278618181819,Grey Tiger,43.659392686837066,-79.43784602953795,Cocktail Bar
Davenport,43.6596692,-79.44278618181819,Nonna's Place,43.657309022104485,-79.44788670471964,Sandwich Place
Davenport,43.6596692,-79.44278618181819,Ciro's,43.658390582503166,-79.44303766654234,Bar
Davenport,43.6596692,-79.44278618181819,Nuthouse,43.65889010544863,-79.44047496145996,Grocery Store
Davenport,43.6596692,-79.44278618181819,Stella,43.65853446750063,-79.44156290554433,Bar
Davenport,43.6596692,-79.44278618181819,BATL (Backyard Axe Throwing League),43.655621829369096,-79.44536913872545,Athletics & Sports
Davenport,43.6596692,-79.44278618181819,Dueling Grounds,43.65900814175908,-79.43931321856044,Toy / Game Store
Davenport,43.6596692,-79.44278618181819,Latin World,43.65875337351278,-79.44081672831604,Mexican Restaurant
Davenport,43.6596692,-79.44278618181819,Caribbean Queen of Patties,43.6584897602043,-79.44219618728675,Caribbean Restaurant
Davenport,43.6596692,-79.44278618181819,The Lansdowne Cone,43.65819268154875,-79.44282692865275,Ice Cream Shop
Davenport,43.6596692,-79.44278618181819,Pho Jade,43.659328223730505,-79.43843399689416,Vietnamese Restaurant
Davenport,43.6596692,-79.44278618181819,Value Village,43.657627946464864,-79.44414430277533,Thrift / Vintage Store
Davenport,43.6596692,-79.44278618181819,Subway,43.65916659054083,-79.4386570977655,Sandwich Place
Davenport,43.6596692,-79.44278618181819,Chito's Pizza,43.658423213636574,-79.44250623392163,Pizza Place
Davenport,43.6596692,-79.44278618181819,Vena's Roti,43.65855990625721,-79.44184201382993,Caribbean Restaurant
Davenport,43.6596692,-79.44278618181819,Pepper's Café,43.662309899548795,-79.44461131976689,Café
Davenport,43.6596692,-79.44278618181819,Duffy's Tavern,43.6590848862044,-79.43973840358635,Bar
Davenport,43.6596692,-79.44278618181819,Dead Dog Records,43.658928,-79.439948,Music Store
Davisville,43.70652285,-79.3876425,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
Davisville,43.70652285,-79.3876425,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
Davisville,43.70652285,-79.3876425,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
Davisville,43.70652285,-79.3876425,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
Davisville,43.70652285,-79.3876425,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
Davisville,43.70652285,-79.3876425,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
Davisville,43.70652285,-79.3876425,Starbucks,43.70608372289573,-79.38935494537283,Coffee Shop
Davisville,43.70652285,-79.3876425,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
Davisville,43.70652285,-79.3876425,Hokkaido Sushi,43.708081718364554,-79.38999467246003,Sushi Restaurant
Davisville,43.70652285,-79.3876425,Granite Brewery,43.70799119535042,-79.38994275728216,Brewery
Davisville,43.70652285,-79.3876425,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
Davisville,43.70652285,-79.3876425,Crossfit Metric,43.70747956557104,-79.38985687683696,Gym
Davisville,43.70652285,-79.3876425,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
Davisville,43.70652285,-79.3876425,Positano,43.704558,-79.38863854,Italian Restaurant
Davisville,43.70652285,-79.3876425,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
Davisville,43.70652285,-79.3876425,Panago,43.70802010192862,-79.39243579339883,Pizza Place
Davisville,43.70652285,-79.3876425,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
Davisville,43.70652285,-79.3876425,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
Davisville,43.70652285,-79.3876425,souvlaki express,43.70737794652891,-79.38984793934696,Greek Restaurant
Davisville,43.70652285,-79.3876425,Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
Davisville,43.70652285,-79.3876425,Banjara Indian Cuisine,43.7078104847312,-79.3932956275409,Indian Restaurant
Davisville,43.70652285,-79.3876425,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
Davisville,43.70652285,-79.3876425,Shoppers Drug Mart,43.70770180100904,-79.38985224627127,Pharmacy
Davisville,43.70652285,-79.3876425,Quick Pita,43.707959341587404,-79.39261150810752,Middle Eastern Restaurant
Davisville,43.70652285,-79.3876425,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
Davisville,43.70652285,-79.3876425,Pizza Pizza,43.70613821755869,-79.38929246805056,Pizza Place
Davisville,43.70652285,-79.3876425,Subway,43.708377580939676,-79.390473242753,Sandwich Place
Davisville,43.70652285,-79.3876425,Meow Cat Cafe,43.702927,-79.38819,Café
Davisville,43.70652285,-79.3876425,Pizzaiolo,43.70730077620926,-79.38982962163259,Pizza Place
Davisville,43.70652285,-79.3876425,Pleasant Nails,43.705458386533934,-79.38895972938143,Salon / Barbershop
Davisville,43.70652285,-79.3876425,Popeyes Louisiana Kitchen,43.707963392205365,-79.39205353943308,Fried Chicken Joint
Davisville,43.70652285,-79.3876425,Imbiss Restaurant,43.70844884848459,-79.39027380979057,Restaurant
Davisville,43.70652285,-79.3876425,Hillside Cafe & Bakery,43.703733,-79.388242,Café
Davisville,43.70652285,-79.3876425,Joanne's Deli,43.708226788801085,-79.39107445800583,Deli / Bodega
Davisville,43.70652285,-79.3876425,McMurphy's,43.70932420144049,-79.38507552698785,Bar
Davisville,43.70652285,-79.3876425,Gabby's,43.70939907423231,-79.38498696573878,American Restaurant
Davisville,43.70652285,-79.3876425,FireFlow Yoga,43.70795487496316,-79.39297599536327,Yoga Studio
Davisville,43.70652285,-79.3876425,Redpath Convenience,43.7084818929206,-79.39318012193155,Grocery Store
Deer Park,43.687941732800006,-79.39810048080001,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
Deer Park,43.687941732800006,-79.39810048080001,The Market By Longo’s,43.686711,-79.399536,Supermarket
Deer Park,43.687941732800006,-79.39810048080001,The Bagel House,43.68737388880937,-79.39369634343205,Bagel Shop
Deer Park,43.687941732800006,-79.39810048080001,Cava Restaurant,43.68980938323509,-79.39493224929409,Tapas Restaurant
Deer Park,43.687941732800006,-79.39810048080001,DAVIDsTEA,43.68837613284745,-79.3941583717053,Tea Room
Deer Park,43.687941732800006,-79.39810048080001,Union Social Eatery,43.68789522205706,-79.39491559605742,American Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Daeco Sushi,43.68783769992881,-79.39565249242683,Sushi Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Mary Be Kitchen,43.687708,-79.395062,Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Capocaccia Café,43.68591480236428,-79.39330539038971,Italian Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Moksha Yoga Uptown,43.68879873115129,-79.39448444489447,Yoga Studio
Deer Park,43.687941732800006,-79.39810048080001,Vita Integrative Health Clinic,43.68949970008044,-79.39474412970407,Chiropractor
Deer Park,43.687941732800006,-79.39810048080001,Kwan Restaurant,43.688737166789785,-79.39435863931413,Cantonese Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Starbucks,43.68897750497123,-79.39447531162465,Coffee Shop
Deer Park,43.687941732800006,-79.39810048080001,Aroma Espresso Bar,43.68714526310894,-79.39352053736978,Café
Deer Park,43.687941732800006,-79.39810048080001,Sunny Morning Breakfast & Lunch,43.68651181729649,-79.39350718774527,Breakfast Spot
Deer Park,43.687941732800006,-79.39810048080001,Schnitzel HUB,43.687378678206514,-79.39368318065463,German Restaurant
Deer Park,43.687941732800006,-79.39810048080001,GoodLife Fitness,43.689617053158216,-79.39469469920937,Gym
Deer Park,43.687941732800006,-79.39810048080001,Sushi Garden,43.68988255810127,-79.39490102169809,Sushi Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Swiss Chalet,43.68958705003143,-79.39477502747775,Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Spiga,43.686392572989696,-79.3933537239149,Italian Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Shoppers Drug Mart,43.68931821585906,-79.39449256272519,Pharmacy
Deer Park,43.687941732800006,-79.39810048080001,GoodLife Fitness Toronto Yonge and St Clair,43.688661421715274,-79.39359629095868,Gym
Deer Park,43.687941732800006,-79.39810048080001,Baklawa Queen,43.686734,-79.393558,Bakery
Deer Park,43.687941732800006,-79.39810048080001,Boccone Deli Cafe & Pizza,43.68642063905161,-79.39344268093778,Italian Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Nove Trattoria,43.68679543165231,-79.39360906397091,Italian Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Fionn MacCool's,43.68792137317272,-79.39478325313542,Pub
Deer Park,43.687941732800006,-79.39810048080001,Hero Certified Burgers,43.687117820671794,-79.39355904327628,Burger Joint
Deer Park,43.687941732800006,-79.39810048080001,Raiders E-Sports Centre,43.687682915990386,-79.39594439646025,Sports Bar
Deer Park,43.687941732800006,-79.39810048080001,Tim Hortons,43.687682,-79.39684,Coffee Shop
Deer Park,43.687941732800006,-79.39810048080001,Starbucks,43.687100712578356,-79.39861193331016,Coffee Shop
Deer Park,43.687941732800006,-79.39810048080001,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
Deer Park,43.687941732800006,-79.39810048080001,Subway,43.688867768260224,-79.39445009448916,Sandwich Place
Deer Park,43.687941732800006,-79.39810048080001,Scallywags,43.687981749962695,-79.39467568457059,Pub
Deer Park,43.687941732800006,-79.39810048080001,Second Cup,43.688257261406534,-79.39377786984645,Coffee Shop
Deer Park,43.687941732800006,-79.39810048080001,Barnsteiner's,43.685881,-79.39322,Modern European Restaurant
Deer Park,43.687941732800006,-79.39810048080001,TD Canada Trust,43.68831188747696,-79.39384818077093,Bank
Deer Park,43.687941732800006,-79.39810048080001,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
Deer Park,43.687941732800006,-79.39810048080001,Starbucks,43.68631193721994,-79.39328104306495,Coffee Shop
Deer Park,43.687941732800006,-79.39810048080001,Pizza Pizza,43.68955487823723,-79.39465657034644,Pizza Place
Deer Park,43.687941732800006,-79.39810048080001,Midtown Gastro Hub,43.69003476292464,-79.3948531473005,Gastropub
Deer Park,43.687941732800006,-79.39810048080001,Second Cup,43.689814161995294,-79.39481084620539,Coffee Shop
Deer Park,43.687941732800006,-79.39810048080001,Subway,43.6886981251478,-79.392031084113,Sandwich Place
Deer Park,43.687941732800006,-79.39810048080001,Sprout,43.687995609133544,-79.39465149552744,Vietnamese Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Loblaws,43.68870042061285,-79.39337242460877,Grocery Store
Deer Park,43.687941732800006,-79.39810048080001,Sushi Gen,43.68886229852844,-79.3944898110323,Sushi Restaurant
Deer Park,43.687941732800006,-79.39810048080001,Kiva's,43.687983764255456,-79.39471505267664,Bagel Shop
Deer Park,43.687941732800006,-79.39810048080001,Jester on Yonge,43.68768853938471,-79.39380837295435,Pub
Deer Park,43.687941732800006,-79.39810048080001,New Balance Toronto,43.68890925465886,-79.39448654200733,Shoe Store
Deer Park,43.687941732800006,-79.39810048080001,Canadian Olympic Committee,43.689600517813446,-79.39341102733025,Office
Deer Park,43.687941732800006,-79.39810048080001,Kaizen Sushi,43.688685,-79.392218,Sushi Restaurant
Discovery District,43.65871191111111,-79.38926922222223,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
Discovery District,43.65871191111111,-79.38926922222223,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
Discovery District,43.65871191111111,-79.38926922222223,Starbucks (MaRS),43.65945605353152,-79.39041123272168,Coffee Shop
Discovery District,43.65871191111111,-79.38926922222223,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
Discovery District,43.65871191111111,-79.38926922222223,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
Discovery District,43.65871191111111,-79.38926922222223,Kekou Gelato House,43.65609938127313,-79.39271479734887,Ice Cream Shop
Discovery District,43.65871191111111,-79.38926922222223,Starbucks,43.65855667717368,-79.39019554279864,Coffee Shop
Discovery District,43.65871191111111,-79.38926922222223,Coffee Public,43.66076299149323,-79.38618409033066,Coffee Shop
Discovery District,43.65871191111111,-79.38926922222223,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
Discovery District,43.65871191111111,-79.38926922222223,Jimmy's Coffee,43.65582710322224,-79.39204216888555,Café
Discovery District,43.65871191111111,-79.38926922222223,College Park Area,43.65975136823981,-79.38491112965691,Park
Discovery District,43.65871191111111,-79.38926922222223,Nando's Flame-Grilled Chicken,43.661617063338966,-79.38609536960354,Portuguese Restaurant
Discovery District,43.65871191111111,-79.38926922222223,Panago,43.65825817735338,-79.38431282558368,Pizza Place
Discovery District,43.65871191111111,-79.38926922222223,Somethin' 2 Talk About,43.65839479027968,-79.38533765920816,Middle Eastern Restaurant
